path,label,source,split
data/raw/droneaudioset/drone_000137.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000128.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000126.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000157.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000124.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000031.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000122.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000021.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000095.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000077.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000009.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000082.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000138.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000034.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000085.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000133.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000045.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000047.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000020.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000111.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000081.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000123.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000161.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000119.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000012.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000104.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000120.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000116.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000098.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000029.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000084.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000125.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000155.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000090.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000130.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000073.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000046.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000110.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000079.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000080.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000106.wav,1,droneaudioset,train
data/raw/droneaudioset/drone_000037.wav,1,droneaudioset,train
data/raw/dads/drone_016201.wav,1,dads,train
data/raw/dads/drone_010896.wav,1,dads,train
data/raw/dads/drone_005068.wav,1,dads,train
data/raw/dads/drone_010507.wav,1,dads,train
data/raw/dads/drone_003844.wav,1,dads,train
data/raw/dads/drone_002727.wav,1,dads,train
data/raw/dads/drone_007151.wav,1,dads,train
data/raw/dads/drone_007942.wav,1,dads,train
data/raw/dads/drone_004163.wav,1,dads,train
data/raw/dads/drone_006412.wav,1,dads,train
data/raw/dads/drone_011908.wav,1,dads,train
data/raw/dads/drone_004024.wav,1,dads,train
data/raw/dads/drone_014615.wav,1,dads,train
data/raw/dads/drone_009850.wav,1,dads,train
data/raw/dads/drone_081952.wav,1,dads,train
data/raw/dads/drone_016680.wav,1,dads,train
data/raw/dads/drone_010719.wav,1,dads,train
data/raw/dads/drone_013640.wav,1,dads,train
data/raw/dads/drone_000464.wav,1,dads,train
data/raw/dads/drone_016495.wav,1,dads,train
data/raw/dads/drone_000105.wav,1,dads,train
data/raw/dads/drone_012870.wav,1,dads,train
data/raw/dads/drone_001613.wav,1,dads,train
data/raw/dads/drone_030176.wav,1,dads,train
data/raw/dads/drone_011346.wav,1,dads,train
data/raw/dads/drone_012076.wav,1,dads,train
data/raw/dads/drone_056619.wav,1,dads,train
data/raw/dads/drone_005087.wav,1,dads,train
data/raw/dads/drone_014712.wav,1,dads,train
data/raw/dads/drone_008446.wav,1,dads,train
data/raw/dads/drone_014020.wav,1,dads,train
data/raw/dads/drone_010029.wav,1,dads,train
data/raw/dads/drone_007565.wav,1,dads,train
data/raw/dads/drone_003969.wav,1,dads,train
data/raw/dads/drone_004969.wav,1,dads,train
data/raw/dads/drone_014386.wav,1,dads,train
data/raw/dads/drone_011285.wav,1,dads,train
data/raw/dads/drone_007007.wav,1,dads,train
data/raw/dads/drone_015470.wav,1,dads,train
data/raw/dads/drone_012049.wav,1,dads,train
data/raw/dads/drone_001627.wav,1,dads,train
data/raw/dads/drone_011131.wav,1,dads,train
data/raw/dads/drone_002649.wav,1,dads,train
data/raw/dads/drone_005863.wav,1,dads,train
data/raw/dads/drone_160322.wav,1,dads,train
data/raw/dads/drone_039287.wav,1,dads,train
data/raw/dads/drone_000326.wav,1,dads,train
data/raw/dads/drone_005581.wav,1,dads,train
data/raw/dads/drone_004249.wav,1,dads,train
data/raw/dads/drone_003917.wav,1,dads,train
data/raw/dads/drone_015888.wav,1,dads,train
data/raw/dads/drone_045953.wav,1,dads,train
data/raw/dads/drone_011143.wav,1,dads,train
data/raw/dads/drone_007532.wav,1,dads,train
data/raw/dads/drone_002178.wav,1,dads,train
data/raw/dads/drone_004757.wav,1,dads,train
data/raw/dads/drone_014181.wav,1,dads,train
data/raw/dads/drone_013884.wav,1,dads,train
data/raw/dads/drone_015867.wav,1,dads,train
data/raw/dads/drone_132877.wav,1,dads,train
data/raw/dads/drone_008640.wav,1,dads,train
data/raw/dads/drone_015865.wav,1,dads,train
data/raw/dads/drone_009867.wav,1,dads,train
data/raw/dads/drone_005033.wav,1,dads,train
data/raw/dads/drone_015447.wav,1,dads,train
data/raw/dads/drone_008058.wav,1,dads,train
data/raw/dads/drone_002945.wav,1,dads,train
data/raw/dads/drone_008897.wav,1,dads,train
data/raw/dads/drone_001780.wav,1,dads,train
data/raw/dads/drone_005282.wav,1,dads,train
data/raw/dads/drone_000722.wav,1,dads,train
data/raw/dads/drone_106433.wav,1,dads,train
data/raw/dads/drone_002094.wav,1,dads,train
data/raw/dads/drone_004754.wav,1,dads,train
data/raw/dads/drone_018842.wav,1,dads,train
data/raw/dads/drone_011736.wav,1,dads,train
data/raw/dads/drone_160766.wav,1,dads,train
data/raw/dads/drone_016275.wav,1,dads,train
data/raw/dads/drone_004320.wav,1,dads,train
data/raw/dads/drone_015999.wav,1,dads,train
data/raw/dads/drone_001768.wav,1,dads,train
data/raw/dads/drone_001612.wav,1,dads,train
data/raw/dads/drone_010891.wav,1,dads,train
data/raw/dads/drone_015548.wav,1,dads,train
data/raw/dads/drone_003042.wav,1,dads,train
data/raw/dads/drone_002466.wav,1,dads,train
data/raw/dads/drone_016693.wav,1,dads,train
data/raw/dads/drone_011057.wav,1,dads,train
data/raw/dads/drone_000912.wav,1,dads,train
data/raw/dads/drone_011076.wav,1,dads,train
data/raw/dads/drone_007906.wav,1,dads,train
data/raw/dads/drone_007959.wav,1,dads,train
data/raw/dads/drone_016423.wav,1,dads,train
data/raw/dads/drone_005834.wav,1,dads,train
data/raw/dads/drone_005319.wav,1,dads,train
data/raw/dads/drone_015949.wav,1,dads,train
data/raw/dads/drone_008919.wav,1,dads,train
data/raw/dads/drone_003502.wav,1,dads,train
data/raw/dads/drone_133321.wav,1,dads,train
data/raw/dads/drone_008708.wav,1,dads,train
data/raw/dads/drone_012590.wav,1,dads,train
data/raw/dads/drone_005389.wav,1,dads,train
data/raw/dads/drone_010724.wav,1,dads,train
data/raw/dads/drone_016278.wav,1,dads,train
data/raw/dads/drone_000549.wav,1,dads,train
data/raw/dads/drone_015128.wav,1,dads,train
data/raw/dads/drone_011150.wav,1,dads,train
data/raw/dads/drone_130099.wav,1,dads,train
data/raw/dads/drone_010525.wav,1,dads,train
data/raw/dads/drone_008106.wav,1,dads,train
data/raw/dads/drone_008269.wav,1,dads,train
data/raw/dads/drone_000818.wav,1,dads,train
data/raw/dads/drone_002643.wav,1,dads,train
data/raw/dads/drone_003508.wav,1,dads,train
data/raw/dads/drone_016625.wav,1,dads,train
data/raw/dads/drone_002473.wav,1,dads,train
data/raw/dads/drone_001674.wav,1,dads,train
data/raw/dads/drone_007626.wav,1,dads,train
data/raw/dads/drone_014278.wav,1,dads,train
data/raw/dads/drone_008691.wav,1,dads,train
data/raw/dads/drone_180098.wav,1,dads,train
data/raw/dads/drone_123432.wav,1,dads,train
data/raw/dads/drone_009354.wav,1,dads,train
data/raw/dads/drone_000478.wav,1,dads,train
data/raw/dads/drone_002680.wav,1,dads,train
data/raw/dads/drone_001336.wav,1,dads,train
data/raw/dads/drone_002407.wav,1,dads,train
data/raw/dads/drone_087988.wav,1,dads,train
data/raw/dads/drone_015185.wav,1,dads,train
data/raw/dads/drone_012002.wav,1,dads,train
data/raw/dads/drone_000873.wav,1,dads,train
data/raw/dads/drone_004688.wav,1,dads,train
data/raw/dads/drone_013566.wav,1,dads,train
data/raw/dads/drone_010065.wav,1,dads,train
data/raw/dads/drone_010864.wav,1,dads,train
data/raw/dads/drone_015587.wav,1,dads,train
data/raw/dads/drone_010361.wav,1,dads,train
data/raw/dads/drone_007618.wav,1,dads,train
data/raw/dads/drone_005681.wav,1,dads,train
data/raw/dads/drone_012835.wav,1,dads,train
data/raw/dads/drone_015792.wav,1,dads,train
data/raw/dads/drone_016273.wav,1,dads,train
data/raw/dads/drone_010788.wav,1,dads,train
data/raw/dads/drone_002131.wav,1,dads,train
data/raw/dads/drone_005745.wav,1,dads,train
data/raw/dads/drone_007072.wav,1,dads,train
data/raw/dads/drone_005628.wav,1,dads,train
data/raw/dads/drone_007243.wav,1,dads,train
data/raw/dads/drone_006342.wav,1,dads,train
data/raw/dads/drone_010224.wav,1,dads,train
data/raw/dads/drone_003543.wav,1,dads,train
data/raw/dads/drone_005097.wav,1,dads,train
data/raw/dads/drone_014762.wav,1,dads,train
data/raw/dads/drone_006327.wav,1,dads,train
data/raw/dads/drone_013212.wav,1,dads,train
data/raw/dads/drone_003858.wav,1,dads,train
data/raw/dads/drone_003463.wav,1,dads,train
data/raw/dads/drone_013378.wav,1,dads,train
data/raw/dads/drone_110321.wav,1,dads,train
data/raw/dads/drone_105211.wav,1,dads,train
data/raw/dads/drone_016843.wav,1,dads,train
data/raw/dads/drone_009102.wav,1,dads,train
data/raw/dads/drone_013017.wav,1,dads,train
data/raw/dads/drone_002241.wav,1,dads,train
data/raw/dads/drone_171988.wav,1,dads,train
data/raw/dads/drone_016024.wav,1,dads,train
data/raw/dads/drone_007346.wav,1,dads,train
data/raw/dads/drone_016512.wav,1,dads,train
data/raw/dads/drone_014243.wav,1,dads,train
data/raw/dads/drone_011132.wav,1,dads,train
data/raw/dads/drone_012284.wav,1,dads,train
data/raw/dads/drone_009638.wav,1,dads,train
data/raw/dads/drone_011178.wav,1,dads,train
data/raw/dads/drone_001162.wav,1,dads,train
data/raw/dads/drone_002120.wav,1,dads,train
data/raw/dads/drone_011688.wav,1,dads,train
data/raw/dads/drone_014794.wav,1,dads,train
data/raw/dads/drone_005135.wav,1,dads,train
data/raw/dads/drone_140099.wav,1,dads,train
data/raw/dads/drone_006645.wav,1,dads,train
data/raw/dads/drone_006569.wav,1,dads,train
data/raw/dads/drone_014035.wav,1,dads,train
data/raw/dads/drone_000485.wav,1,dads,train
data/raw/dads/drone_011526.wav,1,dads,train
data/raw/dads/drone_005463.wav,1,dads,train
data/raw/dads/drone_009767.wav,1,dads,train
data/raw/dads/drone_000093.wav,1,dads,train
data/raw/dads/drone_002403.wav,1,dads,train
data/raw/dads/drone_007222.wav,1,dads,train
data/raw/dads/drone_010769.wav,1,dads,train
data/raw/dads/drone_001917.wav,1,dads,train
data/raw/dads/drone_002862.wav,1,dads,train
data/raw/dads/drone_004609.wav,1,dads,train
data/raw/dads/drone_013270.wav,1,dads,train
data/raw/dads/drone_001022.wav,1,dads,train
data/raw/dads/drone_004351.wav,1,dads,train
data/raw/dads/drone_013354.wav,1,dads,train
data/raw/dads/drone_068508.wav,1,dads,train
data/raw/dads/drone_014940.wav,1,dads,train
data/raw/dads/drone_003527.wav,1,dads,train
data/raw/dads/drone_005967.wav,1,dads,train
data/raw/dads/drone_011096.wav,1,dads,train
data/raw/dads/drone_003629.wav,1,dads,train
data/raw/dads/drone_012045.wav,1,dads,train
data/raw/dads/drone_001126.wav,1,dads,train
data/raw/dads/drone_010162.wav,1,dads,train
data/raw/dads/drone_002233.wav,1,dads,train
data/raw/dads/drone_012818.wav,1,dads,train
data/raw/dads/drone_003992.wav,1,dads,train
data/raw/dads/drone_005539.wav,1,dads,train
data/raw/dads/drone_013188.wav,1,dads,train
data/raw/dads/drone_002552.wav,1,dads,train
data/raw/dads/drone_001520.wav,1,dads,train
data/raw/dads/drone_000554.wav,1,dads,train
data/raw/dads/drone_013204.wav,1,dads,train
data/raw/dads/drone_009848.wav,1,dads,train
data/raw/dads/drone_007285.wav,1,dads,train
data/raw/dads/drone_012028.wav,1,dads,train
data/raw/dads/drone_105433.wav,1,dads,train
data/raw/dads/drone_104989.wav,1,dads,train
data/raw/dads/drone_007392.wav,1,dads,train
data/raw/dads/drone_006420.wav,1,dads,train
data/raw/dads/drone_009708.wav,1,dads,train
data/raw/dads/drone_003787.wav,1,dads,train
data/raw/dads/drone_015484.wav,1,dads,train
data/raw/dads/drone_000073.wav,1,dads,train
data/raw/dads/drone_004910.wav,1,dads,train
data/raw/dads/drone_113989.wav,1,dads,train
data/raw/dads/drone_013131.wav,1,dads,train
data/raw/dads/drone_008119.wav,1,dads,train
data/raw/dads/drone_015209.wav,1,dads,train
data/raw/dads/drone_001394.wav,1,dads,train
data/raw/dads/drone_013384.wav,1,dads,train
data/raw/dads/drone_015812.wav,1,dads,train
data/raw/dads/drone_161321.wav,1,dads,train
data/raw/dads/drone_016211.wav,1,dads,train
data/raw/dads/drone_004181.wav,1,dads,train
data/raw/dads/drone_010632.wav,1,dads,train
data/raw/dads/drone_005311.wav,1,dads,train
data/raw/dads/drone_012395.wav,1,dads,train
data/raw/dads/drone_008131.wav,1,dads,train
data/raw/dads/drone_160988.wav,1,dads,train
data/raw/dads/drone_008315.wav,1,dads,train
data/raw/dads/drone_009721.wav,1,dads,train
data/raw/dads/drone_000810.wav,1,dads,train
data/raw/dads/drone_003301.wav,1,dads,train
data/raw/dads/drone_061287.wav,1,dads,train
data/raw/dads/drone_014823.wav,1,dads,train
data/raw/dads/drone_015730.wav,1,dads,train
data/raw/dads/drone_010821.wav,1,dads,train
data/raw/dads/drone_106655.wav,1,dads,train
data/raw/dads/drone_006411.wav,1,dads,train
data/raw/dads/drone_015646.wav,1,dads,train
data/raw/dads/drone_009763.wav,1,dads,train
data/raw/dads/drone_002406.wav,1,dads,train
data/raw/dads/drone_010005.wav,1,dads,train
data/raw/dads/drone_119099.wav,1,dads,train
data/raw/dads/drone_006426.wav,1,dads,train
data/raw/dads/drone_074731.wav,1,dads,train
data/raw/dads/drone_014586.wav,1,dads,train
data/raw/dads/drone_000046.wav,1,dads,train
data/raw/dads/drone_002625.wav,1,dads,train
data/raw/dads/drone_001760.wav,1,dads,train
data/raw/dads/drone_004084.wav,1,dads,train
data/raw/dads/drone_013605.wav,1,dads,train
data/raw/dads/drone_000236.wav,1,dads,train
data/raw/dads/drone_012504.wav,1,dads,train
data/raw/dads/drone_008076.wav,1,dads,train
data/raw/dads/drone_001103.wav,1,dads,train
data/raw/dads/drone_012296.wav,1,dads,train
data/raw/dads/drone_000986.wav,1,dads,train
data/raw/dads/drone_006437.wav,1,dads,train
data/raw/dads/drone_013382.wav,1,dads,train
data/raw/dads/drone_016674.wav,1,dads,train
data/raw/dads/drone_007816.wav,1,dads,train
data/raw/dads/drone_004638.wav,1,dads,train
data/raw/dads/drone_007871.wav,1,dads,train
data/raw/dads/drone_006963.wav,1,dads,train
data/raw/dads/drone_009728.wav,1,dads,train
data/raw/dads/drone_002779.wav,1,dads,train
data/raw/dads/drone_004542.wav,1,dads,train
data/raw/dads/drone_010831.wav,1,dads,train
data/raw/dads/drone_016120.wav,1,dads,train
data/raw/dads/drone_014960.wav,1,dads,train
data/raw/dads/drone_015627.wav,1,dads,train
data/raw/dads/drone_014522.wav,1,dads,train
data/raw/dads/drone_006394.wav,1,dads,train
data/raw/dads/drone_010924.wav,1,dads,train
data/raw/dads/drone_011768.wav,1,dads,train
data/raw/dads/drone_000768.wav,1,dads,train
data/raw/dads/drone_016389.wav,1,dads,train
data/raw/dads/drone_000984.wav,1,dads,train
data/raw/dads/drone_001359.wav,1,dads,train
data/raw/dads/drone_006679.wav,1,dads,train
data/raw/dads/drone_009077.wav,1,dads,train
data/raw/dads/drone_091545.wav,1,dads,train
data/raw/dads/drone_006623.wav,1,dads,train
data/raw/dads/drone_002646.wav,1,dads,train
data/raw/dads/drone_007586.wav,1,dads,train
data/raw/dads/drone_001940.wav,1,dads,train
data/raw/dads/drone_053731.wav,1,dads,train
data/raw/dads/drone_000506.wav,1,dads,train
data/raw/dads/drone_014767.wav,1,dads,train
data/raw/dads/drone_015533.wav,1,dads,train
data/raw/dads/drone_003715.wav,1,dads,train
data/raw/dads/drone_013355.wav,1,dads,train
data/raw/dads/drone_014500.wav,1,dads,train
data/raw/dads/drone_005783.wav,1,dads,train
data/raw/dads/drone_000857.wav,1,dads,train
data/raw/dads/drone_012362.wav,1,dads,train
data/raw/dads/drone_001212.wav,1,dads,train
data/raw/dads/drone_014059.wav,1,dads,train
data/raw/dads/drone_014775.wav,1,dads,train
data/raw/dads/drone_013417.wav,1,dads,train
data/raw/dads/drone_001939.wav,1,dads,train
data/raw/dads/drone_062620.wav,1,dads,train
data/raw/dads/drone_008372.wav,1,dads,train
data/raw/dads/drone_007800.wav,1,dads,train
data/raw/dads/drone_012063.wav,1,dads,train
data/raw/dads/drone_027286.wav,1,dads,train
data/raw/dads/drone_002017.wav,1,dads,train
data/raw/dads/drone_015934.wav,1,dads,train
data/raw/dads/drone_002140.wav,1,dads,train
data/raw/dads/drone_009520.wav,1,dads,train
data/raw/dads/drone_002932.wav,1,dads,train
data/raw/dads/drone_011106.wav,1,dads,train
data/raw/dads/drone_008016.wav,1,dads,train
data/raw/dads/drone_005477.wav,1,dads,train
data/raw/dads/drone_010346.wav,1,dads,train
data/raw/dads/drone_011998.wav,1,dads,train
data/raw/dads/drone_007558.wav,1,dads,train
data/raw/dads/drone_009879.wav,1,dads,train
data/raw/dads/drone_002397.wav,1,dads,train
data/raw/dads/drone_013692.wav,1,dads,train
data/raw/dads/drone_016128.wav,1,dads,train
data/raw/dads/drone_004702.wav,1,dads,train
data/raw/dads/drone_003007.wav,1,dads,train
data/raw/dads/drone_002200.wav,1,dads,train
data/raw/dads/drone_003915.wav,1,dads,train
data/raw/dads/drone_003652.wav,1,dads,train
data/raw/dads/drone_012130.wav,1,dads,train
data/raw/dads/drone_006128.wav,1,dads,train
data/raw/dads/drone_013117.wav,1,dads,train
data/raw/dads/drone_012491.wav,1,dads,train
data/raw/dads/drone_005954.wav,1,dads,train
data/raw/dads/drone_013242.wav,1,dads,train
data/raw/dads/drone_010684.wav,1,dads,train
data/raw/dads/drone_015137.wav,1,dads,train
data/raw/dads/drone_015330.wav,1,dads,train
data/raw/dads/drone_016181.wav,1,dads,train
data/raw/dads/drone_028954.wav,1,dads,train
data/raw/dads/drone_000389.wav,1,dads,train
data/raw/dads/drone_008384.wav,1,dads,train
data/raw/dads/drone_016197.wav,1,dads,train
data/raw/dads/drone_035175.wav,1,dads,train
data/raw/dads/drone_014134.wav,1,dads,train
data/raw/dads/drone_012715.wav,1,dads,train
data/raw/dads/drone_005172.wav,1,dads,train
data/raw/dads/drone_016168.wav,1,dads,train
data/raw/dads/drone_072509.wav,1,dads,train
data/raw/dads/drone_009127.wav,1,dads,train
data/raw/dads/drone_005197.wav,1,dads,train
data/raw/dads/drone_006491.wav,1,dads,train
data/raw/dads/drone_009314.wav,1,dads,train
data/raw/dads/drone_144321.wav,1,dads,train
data/raw/dads/drone_016274.wav,1,dads,train
data/raw/dads/drone_009250.wav,1,dads,train
data/raw/dads/drone_006209.wav,1,dads,train
data/raw/dads/drone_007644.wav,1,dads,train
data/raw/dads/drone_006050.wav,1,dads,train
data/raw/dads/drone_013680.wav,1,dads,train
data/raw/dads/drone_012394.wav,1,dads,train
data/raw/dads/drone_013295.wav,1,dads,train
data/raw/dads/drone_006454.wav,1,dads,train
data/raw/dads/drone_009441.wav,1,dads,train
data/raw/dads/drone_015743.wav,1,dads,train
data/raw/dads/drone_010018.wav,1,dads,train
data/raw/dads/drone_016156.wav,1,dads,train
data/raw/dads/drone_011948.wav,1,dads,train
data/raw/dads/drone_006341.wav,1,dads,train
data/raw/dads/drone_016575.wav,1,dads,train
data/raw/dads/drone_008098.wav,1,dads,train
data/raw/dads/drone_002952.wav,1,dads,train
data/raw/dads/drone_005542.wav,1,dads,train
data/raw/dads/drone_002043.wav,1,dads,train
data/raw/dads/drone_000492.wav,1,dads,train
data/raw/dads/drone_010331.wav,1,dads,train
data/raw/dads/drone_005004.wav,1,dads,train
data/raw/dads/drone_003279.wav,1,dads,train
data/raw/dads/drone_003375.wav,1,dads,train
data/raw/dads/drone_006312.wav,1,dads,train
data/raw/dads/drone_005367.wav,1,dads,train
data/raw/dads/drone_009144.wav,1,dads,train
data/raw/dads/drone_082397.wav,1,dads,train
data/raw/dads/drone_009018.wav,1,dads,train
data/raw/dads/drone_008221.wav,1,dads,train
data/raw/dads/drone_011121.wav,1,dads,train
data/raw/dads/drone_006737.wav,1,dads,train
data/raw/dads/drone_143654.wav,1,dads,train
data/raw/dads/drone_014941.wav,1,dads,train
data/raw/dads/drone_073953.wav,1,dads,train
data/raw/dads/drone_012685.wav,1,dads,train
data/raw/dads/drone_006823.wav,1,dads,train
data/raw/dads/drone_006184.wav,1,dads,train
data/raw/dads/drone_001525.wav,1,dads,train
data/raw/dads/drone_011522.wav,1,dads,train
data/raw/dads/drone_145765.wav,1,dads,train
data/raw/dads/drone_006389.wav,1,dads,train
data/raw/dads/drone_001337.wav,1,dads,train
data/raw/dads/drone_006423.wav,1,dads,train
data/raw/dads/drone_010168.wav,1,dads,train
data/raw/dads/drone_012899.wav,1,dads,train
data/raw/dads/drone_003747.wav,1,dads,train
data/raw/dads/drone_008725.wav,1,dads,train
data/raw/dads/drone_016262.wav,1,dads,train
data/raw/dads/drone_009169.wav,1,dads,train
data/raw/dads/drone_004027.wav,1,dads,train
data/raw/dads/drone_123099.wav,1,dads,train
data/raw/dads/drone_019398.wav,1,dads,train
data/raw/dads/drone_012866.wav,1,dads,train
data/raw/dads/drone_011206.wav,1,dads,train
data/raw/dads/drone_008606.wav,1,dads,train
data/raw/dads/drone_004864.wav,1,dads,train
data/raw/dads/drone_002229.wav,1,dads,train
data/raw/dads/drone_007550.wav,1,dads,train
data/raw/dads/drone_000777.wav,1,dads,train
